2026/05/28 21:39:17 [recon] runtime_config detected_cores=12 free_ram_gb=3.26 computed_workers=36 max_workers=36 env_override_used=false gomaxprocs=12
2026/05/28 21:39:17 [recon] starting server on :8080
2026/05/28 23:47:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:17 [scan] streamed subdomain: prod-use1-sg-vpce.ad.corp.twilio.com (alive=false)
2026/05/28 23:47:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:17 [scan] streamed subdomain: stage-us2.ad.corp.twilio.com (alive=false)
2026/05/28 23:47:17 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:17 [scan] streamed subdomain: cf013a9fe4f7e694260800abedd6751d9c216f07.console.dev.twilio.com (alive=false)
2026/05/28 23:47:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:18 [scan] streamed subdomain: evs.flexsdkanalytics.stage-us1.twilio.com (alive=true)
2026/05/28 23:47:18 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:18 [scan] streamed subdomain: gateway2-global-contractor.corp.twilio.com (alive=false)
2026/05/28 23:47:19 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:19 [scan] streamed subdomain: webhooks.ashburn.us1.twilio.com (alive=true)
2026/05/28 23:47:20 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:20 [scan] streamed subdomain: ems.twilio.com (alive=true)
2026/05/28 23:47:21 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:21 [scan] streamed subdomain: lazarus5.corp-us1.twilio.com (alive=false)
2026/05/28 23:47:22 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:22 [scan] streamed subdomain: one-admin.stage.twilio.com (alive=true)
2026/05/28 23:47:23 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:23 [scan] streamed subdomain: oxidized.gni.dev.twilio.com (alive=false)
2026/05/28 23:47:23 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:23 [scan] streamed subdomain: chunderw-gll.stage.twilio.com (alive=false)
2026/05/28 23:47:23 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:23 [scan] streamed subdomain: boxconfig.stage-in1.twilio.com (alive=false)
2026/05/28 23:47:23 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:23 [scan] streamed subdomain: build-community-stage.stage.twilio.com (alive=false)
2026/05/28 23:47:24 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:24 [scan] streamed subdomain: vnv-pipeline-coordinator.stage-us1.twilio.com (alive=false)
2026/05/28 23:47:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:25 [scan] streamed subdomain: tsock.twilio.com (alive=true)
2026/05/28 23:47:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:25 [scan] streamed subdomain: main-metaflow-api.us1.twilio.com (alive=true)
2026/05/28 23:47:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:25 [scan] streamed subdomain: internal.dev.twilio.com (alive=false)
2026/05/28 23:47:25 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:25 [scan] streamed subdomain: origins.dev.twilio.com (alive=false)
2026/05/28 23:47:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:26 [scan] streamed subdomain: chunderw-vpc-gll-us2-ix.twilio.com (alive=false)
2026/05/28 23:47:26 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:26 [scan] streamed subdomain: voice-international.us1.twilio.com (alive=false)
2026/05/28 23:47:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:28 [scan] streamed subdomain: doers.twilio.com (alive=true)
2026/05/28 23:47:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:28 [scan] streamed subdomain: webhooks.sao-paulo.us1.twilio.com (alive=false)
2026/05/28 23:47:28 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:28 [scan] streamed subdomain: auswc10.teams.twilio.com (alive=false)
2026/05/28 23:47:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:29 [scan] streamed subdomain: dp-elasticsearch-airflow.us1.twilio.com (alive=false)
2026/05/28 23:47:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:29 [scan] streamed subdomain: chunderw-vpc-gll-jp1.twilio.com (alive=true)
2026/05/28 23:47:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:29 [scan] streamed subdomain: opensearch.accsec.us1.twilio.com (alive=false)
2026/05/28 23:47:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:29 [scan] streamed subdomain: squid.ie1.twilio.com (alive=false)
2026/05/28 23:47:29 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:29 [scan] streamed subdomain: main-metaflow.us1.twilio.com (alive=false)
2026/05/28 23:47:30 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:30 [scan] streamed subdomain: portal1-company.corp.twilio.com (alive=true)
2026/05/28 23:47:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:31 [scan] streamed subdomain: 6445d4b956a9c9bf9a0ea26f5f294a522469b65e.console.dev.twilio.com (alive=false)
2026/05/28 23:47:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:31 [scan] streamed subdomain: webhooks.umatilla.dev-us2.twilio.com (alive=true)
2026/05/28 23:47:31 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:31 [scan] streamed subdomain: voice-js.roaming.dev.twilio.com (alive=true)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: opensearch.tr-analytics.us1.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: roaming.stage-au1.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: opensearch-edge-logs.dev-us1.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: bi-presto-coordinator.stage.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: 48fc1f225f556f2c76378878ab5b1dec684b0fe9.console.dev.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: f944edd7a4be973514bf60cf39b7b6b12af61270.console.dev.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: stage-de1.ad.corp.twilio.com (alive=false)
2026/05/28 23:47:32 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:32 [scan] streamed subdomain: previews-edge-plugin-testing-nv.ewh.prod.twilio.com (alive=false)
2026/05/28 23:47:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:33 [scan] streamed subdomain: assets.flex-v2.stage.twilio.com (alive=false)
2026/05/28 23:47:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:33 [scan] streamed subdomain: odin-services.us1.twilio.com (alive=false)
2026/05/28 23:47:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:33 [scan] streamed subdomain: webhooks.sydney.stage-ie1.twilio.com (alive=false)
2026/05/28 23:47:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:33 [scan] streamed subdomain: signal.twilio.com (alive=true)
2026/05/28 23:47:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:33 [scan] streamed subdomain: handler.dev.twilio.com (alive=true)
2026/05/28 23:47:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:34 [scan] streamed subdomain: vnv-pipeline-coordinator.dev-us1.twilio.com (alive=false)
2026/05/28 23:47:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:34 [scan] streamed subdomain: sean.twilio.com (alive=true)
2026/05/28 23:47:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:34 [scan] streamed subdomain: corpsec.dev.twilio.com (alive=false)
2026/05/28 23:47:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:34 [scan] streamed subdomain: chunderm.sg1.twilio.com (alive=false)
2026/05/28 23:47:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:34 [scan] streamed subdomain: mycustom.pstn.umatilla.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: gateway1-mv1.corp.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: hq.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: sip.jp1.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: webhooks.dublin.stage-ie1.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: smpp.twilio.com (alive=false)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: dashboard.eu-west-1.waas.corp.twilio.com (alive=true)
2026/05/28 23:47:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:35 [scan] streamed subdomain: 31c4ff9260bf9560a5893d79d9d1dabca77397c1.console.dev.twilio.com (alive=false)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: tracing.stage-us1.twilio.com (alive=false)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: backstage.dev.twilio.com (alive=false)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: eventgw.us1.twilio.com (alive=true)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: ux.dev.twilio.com (alive=false)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: pstn.au1.twilio.com (alive=false)
2026/05/28 23:47:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:36 [scan] streamed subdomain: singapore.de1.twilio.com (alive=false)
2026/05/28 23:47:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:37 [scan] streamed subdomain: metaflow-api.us1.twilio.com (alive=true)
2026/05/28 23:47:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:37 [scan] streamed subdomain: console.stage-ie1.twilio.com (alive=false)
2026/05/28 23:47:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:37 [scan] streamed subdomain: docs-sendgrid.prod.twilio.com (alive=true)
2026/05/28 23:47:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:37 [scan] streamed subdomain: hello.yzhu.twilio.com (alive=true)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: a9b31203e113dfa149e141951f9643f262ae8dff.console.dev.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: data-platform.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: us1-ix.au1.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: inventory-scheduler-service.dev.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: presto-gateway.prod.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: e3c398e0aea108c0495e149d407e27463a998661.console.dev.twilio.com (alive=false)
2026/05/28 23:47:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:38 [scan] streamed subdomain: ashburn.dev-us2.twilio.com (alive=false)
2026/05/28 23:47:39 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:39 [scan] streamed subdomain: ausea14.teams.twilio.com (alive=false)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: public-sip0.sydney.twilio.com (alive=false)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: _mta-sts.twilio.com (alive=true)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: apawar-kpa-mtls-test.twilio.com (alive=true)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: 0c594aa05c57324de83cfd3951d600b8d570fce8.console.dev.twilio.com (alive=false)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: 7ced8538530fb1016646115aad0bf9b7b15aeb79.console.dev.twilio.com (alive=false)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: one-console-internal.umatilla.au1.twilio.com (alive=false)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: oneadmin.internal.stage.twilio.com (alive=true)
2026/05/28 23:47:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:40 [scan] streamed subdomain: understand.us1.eak.twilio.com (alive=false)
2026/05/28 23:47:41 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:41 [scan] streamed subdomain: snm-emr-gateway.classic.au1.twilio.com (alive=false)
2026/05/28 23:47:41 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:41 [scan] streamed subdomain: serverless.spire.dev-us1.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: canary-service-catalog.stage-in1.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: pstn.london-ix.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: sip.san-jose-ix.dev.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: tsock.au1.twilio.com (alive=true)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: data-producer-api.au1.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: jupyter.us1.twilio.com (alive=false)
2026/05/28 23:47:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:42 [scan] streamed subdomain: umatilla.us1.twilio.com (alive=false)
2026/05/28 23:47:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:43 [scan] streamed subdomain: e879b07f880adb4ab95eabd0eb564ae652ed7b6a.console.dev.twilio.com (alive=false)
2026/05/28 23:47:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:43 [scan] streamed subdomain: portal2-company.corp.twilio.com (alive=false)
2026/05/28 23:47:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:43 [scan] streamed subdomain: devnet.twilio.com (alive=true)
2026/05/28 23:47:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:44 [scan] streamed subdomain: ashburn.voice-js-gll.dev.twilio.com (alive=false)
2026/05/28 23:47:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:44 [scan] streamed subdomain: auto-rollback-ecs.corp.twilio.com (alive=true)
2026/05/28 23:47:46 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:46 [scan] streamed subdomain: janitor.stage.twilio.com (alive=false)
2026/05/28 23:47:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:47 [scan] streamed subdomain: messaging-inflight-service.stage-us1.twilio.com (alive=false)
2026/05/28 23:47:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:47 [scan] streamed subdomain: kafka-producer-api.au1.twilio.com (alive=false)
2026/05/28 23:47:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:47 [scan] streamed subdomain: video.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:47:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:49 [scan] streamed subdomain: auswc02.teams.twilio.com (alive=false)
2026/05/28 23:47:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:49 [scan] streamed subdomain: aused19.teams.twilio.com (alive=false)
2026/05/28 23:47:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:49 [scan] streamed subdomain: _tls.twilio.com (alive=true)
2026/05/28 23:47:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:50 [scan] streamed subdomain: nexus-external.corp.twilio.com (alive=false)
2026/05/28 23:47:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:50 [scan] streamed subdomain: apowl.stage-us2.twilio.com (alive=false)
2026/05/28 23:47:51 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:51 [scan] streamed subdomain: data.dev.twilio.com (alive=false)
2026/05/28 23:47:51 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:51 [scan] streamed subdomain: umatilla.de1.twilio.com (alive=false)
2026/05/28 23:47:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:52 [scan] streamed subdomain: can-de1.service-catalog-temp.twilio.com (alive=false)
2026/05/28 23:47:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:52 [scan] streamed subdomain: 4866d3f30bcac7002d99d5fdde980e884987f0e9.console.dev.twilio.com (alive=false)
2026/05/28 23:47:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:52 [scan] streamed subdomain: 958ac162ad4df0a473d77bc9497f6646dcadea62.console.dev.twilio.com (alive=false)
2026/05/28 23:47:54 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:54 [scan] streamed subdomain: partner-trunk1.ashburn.voice-edge.twilio.com (alive=false)
2026/05/28 23:47:54 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:54 [scan] streamed subdomain: prod.twilio.com (alive=false)
2026/05/28 23:47:55 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:55 [scan] streamed subdomain: propertystore.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:47:55 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:55 [scan] streamed subdomain: voice.dev-us1.eak.twilio.com (alive=false)
2026/05/28 23:47:55 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:55 [scan] streamed subdomain: sao-paulo-ix.au1.twilio.com (alive=false)
2026/05/28 23:47:55 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:55 [scan] streamed subdomain: chunderw.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: boxconfig-standby.prod.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: 5c08d7849b52a2c46fa3c8af98f046b139f299d5.console.dev.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: 7423036fbd4cb02b980e49aaca7e9ecfc52a4e51.console.dev.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: d8d31283d01d72e3cfe338c4eb115789071892ae.console.dev.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: lazarus.stage.twilio.com (alive=false)
2026/05/28 23:47:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:56 [scan] streamed subdomain: webhooks.umatilla.dev-us1.twilio.com (alive=true)
2026/05/28 23:47:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:57 [scan] streamed subdomain: 899c966940186e27e2472e71d33cbcb1b8de3cec.console.dev.twilio.com (alive=false)
2026/05/28 23:47:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:57 [scan] streamed subdomain: sdk.twilio.com (alive=true)
2026/05/28 23:47:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:58 [scan] streamed subdomain: webhooks1.sip.frontline.stage.twilio.com (alive=true)
2026/05/28 23:47:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:59 [scan] streamed subdomain: odin-otk.dev.twilio.com (alive=false)
2026/05/28 23:47:59 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:47:59 [scan] streamed subdomain: fd7b973e7337e0438592e563653b3da31b1cb5b3.console.dev.twilio.com (alive=false)
2026/05/28 23:48:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:48:00 [scan] streamed subdomain: ct-configs-service.us1.twilio.com (alive=false)
2026/05/28 23:48:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:48:00 [scan] streamed subdomain: video-diagnostics.twilio.com (alive=true)
